date,hour,temperature,cuaca,humidity,wind_speed,location
2025-05-21,14,24.5,Rain,80,12.8,Medan
2025-05-21,15,30.3,Cloudy,81,3.2,Surabaya
2025-05-21,16,26.4,Cloudy,81,2.5,Surabaya
2025-05-21,17,24.6,Rain,68,10.9,Yogyakarta
2025-05-21,18,20.9,Clear,60,9.0,Surabaya
2025-05-21,19,21.1,Cloudy,48,5.0,Yogyakarta
2025-05-21,20,32.3,Cloudy,43,8.3,Bandung
2025-05-21,21,33.2,Rain,89,6.6,Yogyakarta
2025-05-21,22,34.7,Rain,76,14.9,Medan
2025-05-21,23,28.7,Cloudy,68,7.1,Surabaya
2025-05-22,1,33.9,Cloudy,62,10.4,Medan
2025-05-22,2,21.8,Cloudy,87,5.9,Jakarta
2025-05-22,3,27.1,Clear,47,4.0,Bandung
2025-05-22,4,31.0,Cloudy,89,3.1,Jakarta
2025-05-22,5,33.6,Cloudy,84,5.5,Surabaya
2025-05-22,6,26.1,Rain,50,10.4,Surabaya
2025-05-22,7,25.5,Rain,75,6.3,Medan
2025-05-22,8,29.4,Rain,41,12.7,Medan
2025-05-22,9,33.4,Cloudy,65,14.4,Surabaya
2025-05-22,10,30.2,Cloudy,84,6.3,Surabaya
2025-05-22,11,29.7,Clear,58,9.3,Surabaya
2025-05-22,12,29.0,Clear,55,11.3,Yogyakarta
2025-05-22,13,30.0,Clear,67,8.1,Bandung
2025-05-22,14,33.1,Rain,80,12.0,Medan
2025-05-22,15,30.0,Cloudy,57,0.4,Medan
2025-05-22,16,27.7,Rain,56,2.3,Yogyakarta
2025-05-22,17,34.5,Cloudy,60,5.0,Medan
2025-05-22,18,34.3,Rain,43,3.2,Bandung
2025-05-22,19,30.7,Rain,60,8.0,Surabaya
2025-05-22,20,31.7,Rain,79,14.8,Medan
2025-05-22,21,32.9,Clear,70,12.7,Medan
2025-05-22,22,32.7,Rain,65,11.7,Medan
2025-05-22,23,25.4,Rain,74,4.4,Jakarta
2025-05-23,1,24.3,Clear,75,10.8,Medan
2025-05-23,2,21.3,Rain,57,8.4,Surabaya
2025-05-23,3,28.8,Cloudy,63,3.2,Surabaya
2025-05-23,4,20.2,Clear,58,5.1,Bandung
2025-05-23,5,26.8,Cloudy,71,12.4,Surabaya
2025-05-23,6,30.3,Cloudy,89,2.8,Medan
2025-05-23,7,30.9,Rain,77,0.9,Surabaya
2025-05-23,8,20.1,Cloudy,47,4.2,Surabaya
2025-05-23,9,24.1,Rain,49,6.8,Jakarta
2025-05-23,10,24.5,Cloudy,53,4.2,Surabaya
2025-05-23,11,33.5,Rain,83,7.4,Medan
2025-05-23,12,26.4,Clear,78,11.6,Yogyakarta
2025-05-23,13,24.0,Cloudy,79,6.8,Bandung
2025-05-23,14,28.4,Cloudy,64,15.0,Jakarta
2025-05-23,15,27.3,Clear,67,13.4,Medan
2025-05-23,16,25.3,Rain,43,10.0,Surabaya
2025-05-23,17,25.2,Rain,69,9.1,Yogyakarta
2025-05-23,18,22.1,Cloudy,46,3.6,Yogyakarta
2025-05-23,19,21.3,Clear,89,9.5,Yogyakarta
2025-05-23,20,28.6,Cloudy,51,2.6,Jakarta
2025-05-23,21,26.1,Cloudy,74,9.8,Surabaya
2025-05-23,22,22.2,Clear,57,5.1,Medan
2025-05-23,23,31.2,Clear,40,3.6,Bandung
2025-05-24,1,33.4,Cloudy,76,13.4,Surabaya
2025-05-24,2,21.1,Cloudy,80,13.6,Jakarta
2025-05-24,3,29.7,Cloudy,85,7.9,Bandung
2025-05-24,4,33.5,Rain,59,11.6,Jakarta
2025-05-24,5,25.2,Clear,40,6.3,Surabaya
2025-05-24,6,30.8,Clear,56,8.1,Bandung
2025-05-24,7,30.1,Cloudy,57,9.5,Surabaya
2025-05-24,8,34.5,Cloudy,70,1.9,Bandung
2025-05-24,9,28.3,Cloudy,51,12.6,Yogyakarta
2025-05-24,10,23.4,Rain,80,11.3,Medan
2025-05-24,11,28.2,Clear,66,2.2,Medan
2025-05-24,12,21.7,Rain,63,11.3,Surabaya
2025-05-24,13,23.9,Clear,50,7.3,Bandung
2025-05-24,14,31.3,Cloudy,86,12.3,Jakarta
2025-05-24,15,22.5,Cloudy,77,14.0,Surabaya
2025-05-24,16,24.1,Cloudy,76,11.3,Surabaya
2025-05-24,17,23.5,Clear,46,0.8,Surabaya
2025-05-24,18,21.2,Cloudy,65,4.1,Jakarta
2025-05-24,19,34.4,Clear,63,14.9,Surabaya
2025-05-24,20,22.1,Cloudy,47,5.2,Surabaya
2025-05-24,21,29.0,Rain,67,2.9,Surabaya
2025-05-24,22,27.5,Clear,82,7.2,Medan
2025-05-24,23,21.6,Clear,59,13.2,Bandung
2025-05-25,1,26.3,Cloudy,53,12.1,Surabaya
2025-05-25,2,25.9,Rain,79,12.1,Yogyakarta
2025-05-25,3,33.6,Cloudy,83,6.0,Jakarta
2025-05-25,4,22.3,Clear,88,9.0,Surabaya
2025-05-25,5,26.7,Cloudy,41,8.2,Jakarta
2025-05-25,6,24.8,Cloudy,85,14.4,Bandung
2025-05-25,7,26.8,Rain,48,5.0,Bandung
2025-05-25,8,23.4,Rain,40,10.6,Yogyakarta
2025-05-25,9,33.6,Clear,86,7.5,Jakarta
2025-05-25,10,20.3,Cloudy,41,6.9,Yogyakarta
2025-05-25,11,32.7,Rain,86,7.1,Surabaya
2025-05-25,12,24.0,Rain,77,5.2,Yogyakarta
2025-05-25,13,23.5,Clear,50,9.1,Jakarta
2025-05-25,14,23.2,Cloudy,57,11.3,Yogyakarta
2025-05-25,15,27.8,Rain,83,4.8,Bandung
2025-05-25,16,22.4,Cloudy,89,0.8,Surabaya
2025-05-25,17,21.9,Rain,40,5.0,Bandung
2025-05-25,18,31.5,Rain,72,10.5,Bandung
2025-05-25,19,21.5,Rain,70,8.8,Bandung
2025-05-25,20,25.5,Cloudy,63,7.1,Medan
2025-05-25,21,33.5,Clear,73,4.3,Surabaya
2025-05-25,22,27.8,Clear,90,12.7,Bandung
2025-05-25,23,23.7,Cloudy,58,7.9,Medan
2025-05-26,1,32.0,Clear,55,1.1,Surabaya
2025-05-26,2,27.5,Cloudy,68,11.6,Bandung
2025-05-26,3,34.5,Rain,62,9.1,Yogyakarta
2025-05-26,4,25.7,Clear,57,12.3,Bandung
2025-05-26,5,28.1,Rain,60,2.4,Bandung
2025-05-26,6,27.2,Cloudy,78,0.3,Bandung
2025-05-26,7,26.3,Cloudy,90,14.8,Yogyakarta
2025-05-26,8,33.2,Rain,43,0.9,Jakarta
2025-05-26,9,27.0,Rain,49,5.9,Bandung
2025-05-26,10,33.0,Clear,69,15.0,Surabaya
2025-05-26,11,30.5,Clear,41,7.0,Yogyakarta
2025-05-26,12,32.9,Cloudy,88,5.6,Jakarta
2025-05-26,13,25.8,Clear,68,2.7,Jakarta
2025-05-26,14,33.9,Cloudy,69,8.4,Surabaya
2025-05-26,15,34.7,Cloudy,46,13.9,Yogyakarta
2025-05-26,16,33.8,Clear,40,0.5,Surabaya
2025-05-26,17,32.3,Cloudy,72,11.2,Medan
2025-05-26,18,20.1,Clear,54,4.2,Yogyakarta
2025-05-26,19,30.2,Clear,77,8.1,Medan
2025-05-26,20,31.1,Cloudy,44,13.3,Medan
2025-05-26,21,24.6,Cloudy,46,2.4,Surabaya
2025-05-26,22,31.2,Clear,83,14.1,Yogyakarta
2025-05-26,23,32.6,Clear,78,11.2,Yogyakarta
2025-05-27,1,34.6,Cloudy,69,7.7,Bandung
2025-05-27,2,35.0,Clear,53,10.9,Yogyakarta
2025-05-27,3,29.5,Cloudy,84,13.1,Bandung
2025-05-27,4,25.4,Rain,64,1.1,Bandung
2025-05-27,5,27.4,Rain,53,0.2,Yogyakarta
2025-05-27,6,34.1,Rain,62,7.1,Medan
2025-05-27,7,23.7,Clear,64,13.7,Jakarta
2025-05-27,8,23.1,Clear,46,13.1,Medan
2025-05-27,9,22.5,Clear,88,14.1,Surabaya
2025-05-27,10,29.4,Cloudy,60,12.2,Jakarta
2025-05-27,11,34.6,Rain,69,11.6,Jakarta
2025-05-27,12,33.3,Rain,70,10.9,Yogyakarta
2025-05-27,13,34.2,Cloudy,83,2.8,Medan
2025-05-27,14,31.6,Rain,60,2.7,Bandung
2025-05-27,15,31.4,Clear,60,6.7,Bandung
2025-05-27,16,28.3,Cloudy,64,10.2,Jakarta
2025-05-27,17,34.7,Cloudy,84,14.8,Bandung
2025-05-27,18,29.4,Clear,42,1.7,Medan
2025-05-27,19,23.3,Rain,51,13.1,Jakarta
2025-05-27,20,31.1,Clear,46,7.2,Bandung
2025-05-27,21,22.6,Cloudy,84,11.1,Jakarta
2025-05-27,22,29.0,Cloudy,79,12.8,Yogyakarta
2025-05-27,23,28.3,Cloudy,64,8.1,Bandung
2025-05-28,1,32.5,Clear,52,1.1,Jakarta
2025-05-28,2,33.1,Cloudy,47,2.9,Jakarta
2025-05-28,3,32.8,Cloudy,80,14.1,Bandung
2025-05-28,4,23.7,Cloudy,63,6.7,Jakarta
2025-05-28,5,21.1,Clear,81,10.2,Jakarta
2025-05-28,6,33.9,Rain,88,6.8,Medan
2025-05-28,7,32.0,Clear,74,7.1,Yogyakarta
2025-05-28,8,24.6,Rain,73,9.3,Yogyakarta
2025-05-28,9,33.9,Cloudy,87,14.7,Surabaya
2025-05-28,10,33.8,Rain,48,5.6,Jakarta
2025-05-28,11,25.8,Cloudy,77,7.2,Medan
2025-05-28,12,32.4,Cloudy,54,11.3,Bandung
2025-05-28,13,33.4,Cloudy,83,3.8,Yogyakarta
2025-05-28,14,28.2,Clear,70,9.3,Surabaya
2025-05-28,15,23.8,Clear,65,7.4,Jakarta
2025-05-28,16,31.7,Rain,89,3.8,Medan
2025-05-28,17,29.6,Clear,44,14.6,Surabaya
2025-05-28,18,25.3,Cloudy,69,9.7,Yogyakarta
2025-05-28,19,23.5,Clear,89,5.2,Yogyakarta
2025-05-28,20,22.9,Clear,44,7.9,Bandung
2025-05-28,21,20.8,Rain,67,8.9,Bandung
2025-05-28,22,30.8,Rain,76,6.2,Medan
2025-05-28,23,22.6,Cloudy,61,13.6,Jakarta
2025-05-29,1,28.5,Rain,83,10.1,Medan
2025-05-29,2,23.9,Clear,40,0.9,Bandung
2025-05-29,3,28.8,Cloudy,42,2.7,Jakarta
2025-05-29,4,27.4,Rain,48,13.5,Bandung
2025-05-29,5,25.0,Cloudy,73,12.7,Medan
2025-05-29,6,24.9,Cloudy,76,10.3,Medan
2025-05-29,7,30.3,Cloudy,46,3.2,Surabaya
2025-05-29,8,31.9,Clear,68,11.6,Jakarta
2025-05-29,9,23.1,Clear,53,1.3,Bandung
2025-05-29,10,21.1,Cloudy,50,3.9,Surabaya
2025-05-29,11,20.7,Rain,75,2.0,Jakarta
2025-05-29,12,27.1,Clear,55,14.5,Surabaya
2025-05-29,13,24.9,Rain,87,11.9,Bandung
2025-05-29,14,22.0,Clear,55,14.3,Jakarta
2025-05-29,15,29.0,Clear,82,10.9,Medan
2025-05-29,16,22.7,Clear,78,11.5,Medan
2025-05-29,17,27.2,Clear,89,11.9,Medan
2025-05-29,18,23.2,Clear,68,3.1,Yogyakarta
2025-05-29,19,33.1,Clear,86,13.3,Medan
2025-05-29,20,32.7,Rain,88,7.0,Jakarta
2025-05-29,21,29.8,Cloudy,68,1.5,Bandung
2025-05-29,22,31.1,Rain,48,8.0,Bandung
2025-05-29,23,24.5,Rain,70,8.7,Bandung
2025-05-30,1,29.4,Cloudy,50,6.1,Surabaya
2025-05-30,2,24.8,Rain,80,4.1,Bandung
2025-05-30,3,20.5,Cloudy,58,14.6,Jakarta
2025-05-30,4,21.8,Cloudy,43,10.3,Yogyakarta
2025-05-30,5,26.7,Cloudy,65,14.7,Medan
2025-05-30,6,21.2,Cloudy,75,5.8,Bandung
2025-05-30,7,28.8,Cloudy,41,0.3,Yogyakarta
2025-05-30,8,30.7,Rain,59,2.1,Bandung
2025-05-30,9,30.5,Cloudy,50,12.8,Jakarta
2025-05-30,10,29.3,Cloudy,52,2.6,Bandung
2025-05-30,11,24.7,Rain,77,12.5,Jakarta
2025-05-30,12,31.5,Clear,65,8.2,Medan
2025-05-30,13,28.4,Rain,62,7.2,Surabaya
2025-05-30,14,24.5,Clear,79,9.6,Jakarta
2025-05-30,15,31.3,Clear,66,4.5,Jakarta
2025-05-30,16,31.9,Rain,47,12.4,Surabaya
2025-05-30,17,26.4,Clear,77,7.0,Yogyakarta
2025-05-30,18,25.6,Cloudy,58,9.2,Jakarta
2025-05-30,19,33.1,Cloudy,45,14.3,Surabaya
2025-05-30,20,20.6,Clear,66,13.5,Jakarta
2025-05-30,21,31.5,Clear,48,3.7,Medan
2025-05-30,22,27.4,Cloudy,77,14.1,Surabaya
2025-05-30,23,21.7,Rain,62,6.7,Bandung
2025-05-31,1,22.8,Rain,80,4.9,Bandung
2025-05-31,2,20.9,Clear,64,8.1,Medan
2025-05-31,3,29.6,Rain,87,8.9,Bandung
2025-05-31,4,23.2,Rain,85,4.5,Yogyakarta
2025-05-31,5,30.7,Cloudy,61,9.0,Yogyakarta
2025-05-31,6,23.1,Rain,81,3.1,Yogyakarta
2025-05-31,7,22.6,Cloudy,83,0.4,Jakarta
2025-05-31,8,20.7,Rain,78,8.2,Bandung
2025-05-31,9,30.8,Rain,73,9.4,Yogyakarta
2025-05-31,10,27.4,Clear,76,1.6,Surabaya
2025-05-31,11,30.7,Cloudy,68,13.9,Yogyakarta
2025-05-31,12,25.6,Clear,65,2.0,Surabaya
2025-05-31,13,20.2,Clear,59,9.4,Jakarta
2025-05-31,14,24.3,Rain,52,4.7,Yogyakarta
2025-05-31,15,21.0,Cloudy,60,7.0,Surabaya
2025-05-31,16,26.5,Rain,53,5.3,Jakarta
2025-05-31,17,30.5,Rain,70,4.5,Bandung
2025-05-31,18,24.5,Cloudy,46,10.6,Yogyakarta
2025-05-31,19,27.4,Clear,61,7.6,Medan
2025-05-31,20,33.1,Rain,85,1.0,Jakarta
2025-05-31,21,20.5,Cloudy,62,12.9,Medan
2025-05-31,22,22.2,Rain,47,6.4,Surabaya
2025-05-31,23,24.3,Cloudy,53,14.1,Yogyakarta
2025-06-01,1,23.4,Rain,59,8.1,Surabaya
2025-06-01,2,25.4,Cloudy,85,7.9,Bandung
2025-06-01,3,29.9,Cloudy,85,12.2,Jakarta
2025-06-01,4,32.1,Cloudy,56,14.3,Medan
2025-06-01,5,27.0,Clear,74,12.8,Surabaya
2025-06-01,6,23.1,Rain,71,5.5,Medan
2025-06-01,7,26.1,Clear,70,2.2,Bandung
2025-06-01,8,23.4,Clear,78,13.2,Bandung
2025-06-01,9,28.5,Rain,67,5.1,Jakarta
2025-06-01,10,34.6,Clear,76,4.6,Bandung
2025-06-01,11,31.3,Clear,78,7.1,Medan
2025-06-01,12,33.9,Rain,76,5.0,Medan
2025-06-01,13,25.0,Clear,71,14.9,Bandung
2025-06-01,14,20.5,Rain,78,9.6,Bandung
2025-06-01,15,26.1,Rain,78,9.6,Yogyakarta
2025-06-01,16,25.7,Cloudy,81,11.5,Bandung
2025-06-01,17,22.0,Clear,79,8.6,Surabaya
2025-06-01,18,27.2,Cloudy,87,10.7,Bandung
2025-06-01,19,32.1,Clear,87,1.1,Yogyakarta
2025-06-01,20,30.3,Cloudy,85,1.2,Jakarta
2025-06-01,21,22.2,Rain,68,1.5,Surabaya
2025-06-01,22,32.8,Cloudy,50,13.0,Surabaya
2025-06-01,23,21.7,Rain,80,6.5,Yogyakarta
2025-06-02,1,22.6,Rain,73,14.8,Bandung
2025-06-02,2,23.6,Cloudy,88,4.8,Medan
2025-06-02,3,25.4,Rain,81,2.5,Yogyakarta
2025-06-02,4,20.0,Cloudy,53,10.5,Surabaya
2025-06-02,5,31.7,Clear,61,6.4,Bandung
2025-06-02,6,23.5,Rain,73,10.0,Yogyakarta
2025-06-02,7,31.1,Cloudy,52,3.9,Surabaya
2025-06-02,8,27.9,Cloudy,59,9.8,Surabaya
2025-06-02,9,21.2,Cloudy,88,2.3,Yogyakarta
2025-06-02,10,30.4,Clear,73,0.7,Bandung
2025-06-02,11,20.0,Cloudy,40,12.4,Yogyakarta
2025-06-02,12,22.4,Cloudy,90,2.4,Jakarta
2025-06-02,13,33.7,Rain,52,0.2,Yogyakarta
2025-06-02,14,21.4,Rain,46,0.6,Medan
2025-06-02,15,27.9,Rain,65,8.6,Surabaya
2025-06-02,16,34.8,Rain,78,7.0,Medan
2025-06-02,17,32.4,Cloudy,73,8.2,Bandung
2025-06-02,18,27.3,Rain,56,2.5,Surabaya
2025-06-02,19,29.3,Rain,51,1.2,Surabaya
2025-06-02,20,30.2,Clear,73,2.8,Bandung
2025-06-02,21,23.8,Cloudy,82,5.2,Yogyakarta
2025-06-02,22,29.0,Cloudy,74,8.0,Yogyakarta
2025-06-02,23,26.6,Rain,46,9.3,Bandung
2025-06-03,1,23.7,Rain,87,12.8,Bandung
2025-06-03,2,29.9,Cloudy,71,8.0,Medan
2025-06-03,3,30.1,Cloudy,74,2.0,Surabaya
2025-06-03,4,34.5,Rain,58,0.6,Yogyakarta
2025-06-03,5,20.9,Rain,78,11.0,Medan
2025-06-03,6,27.0,Rain,56,0.8,Jakarta
2025-06-03,7,21.1,Rain,86,5.9,Bandung
2025-06-03,8,26.0,Cloudy,69,6.9,Jakarta
2025-06-03,9,24.5,Cloudy,67,7.9,Jakarta
2025-06-03,10,21.4,Rain,89,7.9,Bandung
2025-06-03,11,20.4,Clear,66,13.1,Surabaya
2025-06-03,12,27.1,Cloudy,59,5.4,Yogyakarta
2025-06-03,13,30.3,Cloudy,79,3.9,Yogyakarta
2025-06-03,14,22.3,Clear,77,4.5,Surabaya
2025-06-03,15,27.2,Rain,44,1.1,Bandung
2025-06-03,16,21.3,Clear,60,1.0,Bandung
2025-06-03,17,26.8,Cloudy,51,13.0,Jakarta
2025-06-03,18,24.4,Clear,43,14.1,Medan
2025-06-03,19,23.6,Cloudy,75,10.9,Medan
2025-06-03,20,20.5,Cloudy,74,4.0,Yogyakarta
2025-06-03,21,26.0,Rain,40,11.0,Medan
2025-06-03,22,21.7,Clear,57,4.8,Yogyakarta
2025-06-03,23,20.6,Rain,75,9.7,Yogyakarta
2025-06-04,1,25.8,Clear,86,2.6,Bandung
2025-06-04,2,24.1,Rain,50,9.5,Jakarta
2025-06-04,3,26.1,Rain,69,10.9,Bandung
2025-06-04,4,26.7,Cloudy,78,4.1,Medan
2025-06-04,5,27.1,Clear,74,3.1,Yogyakarta
2025-06-04,6,33.0,Cloudy,53,14.6,Bandung
2025-06-04,7,33.9,Clear,86,3.1,Bandung
2025-06-04,8,29.3,Rain,89,8.0,Bandung
2025-06-04,9,24.6,Rain,51,7.9,Medan
2025-06-04,10,33.5,Clear,60,6.7,Bandung
2025-06-04,11,22.7,Cloudy,80,10.4,Yogyakarta
2025-06-04,12,34.7,Rain,51,8.2,Yogyakarta
2025-06-04,13,21.6,Clear,55,5.0,Jakarta
2025-06-04,14,20.7,Rain,51,13.1,Yogyakarta
2025-06-04,15,21.5,Cloudy,87,5.8,Medan
2025-06-04,16,21.8,Rain,81,9.1,Medan
2025-06-04,17,21.9,Cloudy,81,12.5,Yogyakarta
2025-06-04,18,31.5,Cloudy,56,1.3,Medan
2025-06-04,19,28.0,Rain,66,10.8,Yogyakarta
2025-06-04,20,27.8,Clear,87,13.7,Yogyakarta
2025-06-04,21,34.9,Rain,87,3.8,Jakarta
2025-06-04,22,22.4,Cloudy,76,11.5,Jakarta
2025-06-04,23,24.7,Cloudy,81,11.4,Jakarta
2025-06-05,1,26.1,Rain,76,1.3,Surabaya
2025-06-05,2,28.8,Cloudy,90,5.3,Jakarta
2025-06-05,3,26.3,Cloudy,41,4.9,Bandung
2025-06-05,4,24.5,Clear,85,4.5,Medan
2025-06-05,5,23.2,Cloudy,75,10.9,Bandung
2025-06-05,6,25.3,Clear,49,0.9,Jakarta
2025-06-05,7,24.7,Clear,48,7.6,Surabaya
2025-06-05,8,22.9,Cloudy,59,14.4,Yogyakarta
2025-06-05,9,31.6,Rain,54,7.9,Jakarta
2025-06-05,10,31.5,Cloudy,56,6.2,Surabaya
2025-06-05,11,33.0,Cloudy,52,10.4,Medan
2025-06-05,12,25.7,Clear,46,7.1,Jakarta
2025-06-05,13,33.0,Rain,68,9.6,Surabaya
2025-06-05,14,34.7,Rain,56,3.3,Bandung
2025-06-05,15,22.6,Rain,64,5.8,Bandung
2025-06-05,16,29.8,Clear,60,9.0,Yogyakarta
2025-06-05,17,32.2,Cloudy,41,8.0,Yogyakarta
2025-06-05,18,20.7,Cloudy,76,12.9,Jakarta
2025-06-05,19,32.5,Clear,48,8.0,Medan
2025-06-05,20,34.0,Cloudy,77,6.4,Yogyakarta
2025-06-05,21,26.8,Cloudy,51,14.7,Bandung
2025-06-05,22,26.9,Cloudy,76,2.6,Bandung
2025-06-05,23,24.8,Cloudy,77,8.8,Medan
2025-06-06,1,21.1,Clear,87,2.2,Bandung
2025-06-06,2,20.4,Cloudy,61,6.6,Bandung
2025-06-06,3,25.8,Rain,84,4.0,Bandung
2025-06-06,4,28.4,Rain,85,6.8,Yogyakarta
2025-06-06,5,20.4,Cloudy,73,3.9,Jakarta
2025-06-06,6,21.5,Rain,78,0.3,Jakarta
2025-06-06,7,34.1,Clear,83,12.0,Medan
2025-06-06,8,21.3,Clear,79,1.3,Yogyakarta
2025-06-06,9,31.9,Rain,46,2.2,Jakarta
2025-06-06,10,28.4,Cloudy,51,14.5,Jakarta
2025-06-06,11,22.0,Rain,81,6.8,Jakarta
2025-06-06,12,31.0,Clear,61,2.4,Bandung
2025-06-06,13,31.2,Cloudy,71,9.9,Surabaya
2025-06-06,14,29.2,Rain,40,7.0,Yogyakarta
2025-06-06,15,23.2,Clear,71,0.8,Surabaya
2025-06-06,16,23.6,Rain,52,12.7,Jakarta
2025-06-06,17,32.2,Cloudy,74,11.2,Medan
2025-06-06,18,28.6,Rain,40,2.5,Bandung
2025-06-06,19,31.5,Cloudy,88,1.8,Jakarta
2025-06-06,20,22.3,Clear,62,7.9,Surabaya
2025-06-06,21,28.0,Cloudy,79,10.8,Surabaya
2025-06-06,22,24.0,Cloudy,62,5.2,Jakarta
2025-06-06,23,28.7,Rain,75,6.1,Bandung
2025-06-07,1,21.6,Cloudy,70,14.0,Jakarta
2025-06-07,2,34.7,Rain,72,10.4,Jakarta
2025-06-07,3,31.3,Cloudy,41,5.3,Yogyakarta
2025-06-07,4,27.9,Cloudy,77,13.5,Jakarta
2025-06-07,5,34.9,Cloudy,71,10.8,Medan
2025-06-07,6,23.0,Cloudy,86,9.1,Bandung
2025-06-07,7,21.8,Cloudy,85,0.6,Surabaya
2025-06-07,8,23.3,Cloudy,55,0.3,Medan
2025-06-07,9,27.7,Clear,69,12.9,Jakarta
2025-06-07,10,23.6,Clear,57,0.2,Jakarta
2025-06-07,11,31.5,Clear,64,5.8,Surabaya
2025-06-07,12,22.4,Rain,53,3.4,Medan
2025-06-07,13,31.5,Cloudy,79,4.2,Bandung
2025-06-07,14,31.8,Rain,74,7.6,Medan
2025-06-07,15,27.9,Rain,65,5.8,Medan
2025-06-07,16,29.2,Clear,51,9.3,Bandung
2025-06-07,17,21.1,Clear,79,3.4,Bandung
2025-06-07,18,21.9,Cloudy,51,11.0,Bandung
2025-06-07,19,34.2,Rain,61,11.0,Yogyakarta
2025-06-07,20,30.7,Cloudy,71,4.2,Bandung
2025-06-07,21,21.4,Clear,84,2.3,Medan
2025-06-07,22,26.9,Cloudy,80,11.6,Surabaya
2025-06-07,23,22.2,Rain,53,6.7,Bandung
2025-06-08,1,21.8,Rain,90,9.7,Jakarta
2025-06-08,2,23.7,Clear,65,7.9,Medan
2025-06-08,3,30.1,Cloudy,83,0.8,Surabaya
2025-06-08,4,25.8,Cloudy,59,7.9,Medan
2025-06-08,5,24.3,Rain,42,4.8,Surabaya
2025-06-08,6,31.7,Cloudy,84,1.0,Yogyakarta
2025-06-08,7,32.6,Clear,51,4.8,Medan
2025-06-08,8,21.6,Cloudy,43,5.5,Jakarta
2025-06-08,9,33.5,Rain,68,0.1,Medan
2025-06-08,10,28.1,Clear,62,8.4,Surabaya
2025-06-08,11,23.4,Cloudy,53,14.9,Surabaya
2025-06-08,12,28.6,Cloudy,53,4.4,Medan
2025-06-08,13,24.2,Clear,79,8.9,Medan
2025-06-08,14,25.8,Clear,81,12.3,Yogyakarta
2025-06-08,15,30.7,Rain,64,14.8,Medan
2025-06-08,16,33.7,Rain,74,4.6,Medan
2025-06-08,17,22.8,Cloudy,67,12.6,Jakarta
2025-06-08,18,26.3,Clear,42,2.9,Bandung
2025-06-08,19,27.5,Clear,82,11.9,Yogyakarta
2025-06-08,20,20.5,Cloudy,83,11.9,Bandung
2025-06-08,21,34.6,Cloudy,88,7.7,Bandung
2025-06-08,22,34.3,Cloudy,82,1.6,Surabaya
2025-06-08,23,29.7,Clear,49,0.6,Medan
2025-06-09,1,29.8,Clear,66,4.3,Bandung
2025-06-09,2,22.6,Cloudy,70,10.8,Medan
2025-06-09,3,24.1,Rain,44,8.5,Medan
2025-06-09,4,34.2,Rain,54,12.6,Medan
2025-06-09,5,25.3,Rain,58,8.5,Jakarta
2025-06-09,6,30.2,Rain,66,5.3,Medan
2025-06-09,7,31.6,Rain,59,0.5,Medan
2025-06-09,8,32.6,Clear,70,7.8,Yogyakarta
2025-06-09,9,21.2,Rain,74,7.4,Yogyakarta
2025-06-09,10,23.4,Rain,81,11.8,Jakarta
2025-06-09,11,30.7,Rain,70,9.7,Surabaya
2025-06-09,12,27.4,Clear,90,8.3,Bandung
2025-06-09,13,21.0,Cloudy,46,4.4,Yogyakarta
2025-06-09,14,25.4,Rain,45,1.8,Medan
2025-06-09,15,32.5,Cloudy,46,8.0,Medan
2025-06-09,16,34.4,Cloudy,69,2.5,Jakarta
2025-06-09,17,26.2,Rain,71,8.6,Surabaya
2025-06-09,18,23.7,Cloudy,80,11.1,Jakarta
2025-06-09,19,20.2,Rain,87,5.8,Bandung
2025-06-09,20,30.3,Cloudy,72,10.4,Yogyakarta
2025-06-09,21,32.5,Clear,71,9.0,Jakarta
2025-06-09,22,24.2,Clear,63,10.5,Yogyakarta
2025-06-09,23,34.4,Rain,66,1.7,Yogyakarta
2025-06-10,1,33.9,Cloudy,73,6.6,Medan
2025-06-10,2,22.0,Clear,54,13.4,Bandung
2025-06-10,3,29.9,Rain,61,3.0,Medan
2025-06-10,4,34.1,Cloudy,43,2.2,Bandung
2025-06-10,5,29.5,Rain,71,10.1,Surabaya
2025-06-10,6,25.0,Rain,83,10.3,Bandung
2025-06-10,7,21.4,Rain,52,1.7,Bandung
2025-06-10,8,23.9,Cloudy,61,10.6,Surabaya
2025-06-10,9,22.6,Clear,62,9.1,Jakarta
2025-06-10,10,33.3,Cloudy,48,6.9,Yogyakarta
2025-06-10,11,30.5,Cloudy,45,8.0,Yogyakarta
2025-06-10,12,32.9,Clear,84,5.1,Yogyakarta
2025-06-10,13,26.4,Clear,67,12.3,Yogyakarta
2025-06-10,14,29.7,Rain,70,5.0,Jakarta
2025-06-10,15,27.3,Clear,50,9.0,Medan
2025-06-10,16,20.3,Clear,50,7.8,Jakarta
2025-06-10,17,22.7,Clear,58,7.6,Bandung
2025-06-10,18,29.4,Rain,88,14.9,Bandung
2025-06-10,19,29.1,Clear,80,3.7,Yogyakarta
2025-06-10,20,26.8,Rain,59,10.7,Medan
2025-06-10,21,27.4,Clear,80,3.7,Jakarta
2025-06-10,22,30.6,Rain,59,10.3,Medan
2025-06-10,23,25.6,Clear,48,1.7,Yogyakarta
2025-06-11,1,32.2,Cloudy,88,2.0,Bandung
2025-06-11,2,29.4,Rain,88,6.9,Medan
2025-06-11,3,30.6,Cloudy,40,8.8,Bandung
